Online boarding,Inflight wifi service,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Age,Flight Distance,Seat comfort,Class
3,1,1,2,0,3,34,309,3,1
4,5,1,3,1,5,45,678,5,3
4,2,0,4,1,3,50,516,4,3
4,4,1,4,1,4,56,1072,4,1
5,1,1,2,1,3,48,393,5,3
4,3,1,4,1,5,56,3771,4,3
2,2,1,3,0,5,41,403,3,3
4,4,1,3,0,2,20,462,1,1
5,3,0,1,1,4,67,299,4,1
3,3,0,1,1,4,70,1009,1,2
1,1,1,1,1,3,50,134,2,3
4,5,1,5,1,4,49,859,5,3
0,2,0,5,1,5,27,145,5,1
4,2,1,1,1,4,34,2475,4,3
4,2,1,5,1,5,59,332,5,3
1,1,0,4,1,4,16,184,4,1
4,4,1,4,1,4,42,1744,4,3
3,2,1,3,0,1,21,853,3,3
2,2,1,4,0,4,24,375,4,1
2,1,0,3,1,1,70,432,5,3
2,4,0,1,1,1,68,405,2,1
2,2,0,5,1,3,42,1121,1,1
3,1,0,4,1,1,52,1972,4,1
2,2,0,4,1,4,38,190,4,1
3,3,0,5,1,3,36,544,1,1
5,2,0,3,1,5,46,304,3,1
4,4,0,2,1,3,45,661,2,1
2,2,0,1,1,1,24,1014,4,1
4,4,1,3,0,3,17,270,3,3
2,2,0,2,1,4,19,228,2,1
3,3,1,3,1,3,34,1628,4,3
3,3,1,2,1,3,45,2457,3,3
2,2,0,4,1,3,44,287,4,1
4,5,1,4,1,4,39,345,5,3
5,2,1,4,1,5,46,393,4,3
2,2,0,1,1,4,18,469,1,1
4,4,1,3,0,5,23,594,3,3
4,2,1,5,1,3,60,2255,4,3
4,3,1,5,1,3,46,2537,4,3
4,4,1,5,1,4,50,937,5,1
4,4,1,4,1,4,50,493,4,2
5,3,1,5,1,5,30,306,5,3
1,1,0,4,1,4,14,1217,2,1
3,2,0,4,1,1,8,562,4,1
4,1,1,4,1,3,22,1587,4,3
5,4,1,5,1,5,54,1605,5,3
3,3,1,3,1,2,23,228,3,3
3,3,0,1,1,5,49,399,1,2
4,4,1,4,0,3,38,650,4,3
5,5,1,5,0,3,16,919,5,3
3,4,1,4,1,1,19,1046,4,3
3,3,1,1,0,3,22,306,1,1
0,2,0,3,1,2,8,134,3,1
4,4,1,5,1,3,52,2627,5,3
2,2,0,1,1,5,20,1194,1,1
3,1,1,1,1,1,54,1539,3,3
5,3,1,5,1,4,28,369,5,3
3,3,1,3,1,4,58,925,2,1
3,3,0,2,1,3,41,612,2,1
2,2,1,2,1,2,31,3711,2,1
2,2,1,2,1,4,66,1121,2,1
4,4,0,1,1,3,28,163,1,1
0,0,0,4,1,3,58,989,4,2
5,2,1,4,1,5,54,2273,5,3
5,5,1,1,0,1,22,326,1,3
5,5,1,4,1,4,50,907,5,3
4,4,0,1,1,5,26,2860,1,1
5,3,1,3,1,5,46,227,2,1
0,0,1,1,1,4,31,228,1,1
0,0,1,3,1,3,32,2402,3,1
4,1,1,5,1,5,39,3815,4,3
3,3,1,3,1,2,40,483,3,2
2,3,0,1,1,3,38,2704,1,1
3,3,1,3,1,4,10,542,4,1
5,1,1,4,1,5,57,3321,4,3
3,3,1,2,0,2,30,1239,2,1
4,5,1,4,1,3,35,1009,5,3
4,4,1,4,1,3,30,2399,4,3
4,3,0,3,1,5,17,965,5,1
2,2,1,3,0,2,61,331,3,1
5,2,0,5,1,4,51,2136,5,3
5,0,1,5,1,4,43,2136,5,3
2,3,1,3,1,3,52,445,3,3
3,3,1,2,0,5,21,1149,2,1
4,4,1,3,1,5,53,3876,4,3
5,3,1,5,1,3,50,2461,4,3
4,4,1,3,0,4,40,236,3,3
2,3,1,4,1,1,35,599,3,3
4,2,0,1,1,5,51,2039,4,1
5,3,1,4,1,3,57,3543,4,3
2,2,1,5,0,3,38,406,5,1
1,1,1,1,1,2,50,964,1,1
4,1,1,4,1,5,39,325,4,3
2,2,0,1,1,5,14,762,2,1
3,1,1,1,1,3,43,2949,3,3
5,5,1,5,1,5,29,1549,5,3
3,3,0,2,1,5,66,1197,2,1
4,4,1,2,0,5,28,1452,2,3
2,2,1,3,0,3,38,927,3,1
3,3,1,3,1,4,40,594,3,1
4,2,0,2,1,5,65,861,5,1
5,2,1,5,1,4,42,296,4,3
4,4,1,4,1,3,14,2614,2,2
3,4,1,2,1,2,56,1701,3,3
5,1,1,4,1,4,59,3824,4,3
1,2,0,5,1,1,13,164,1,1
4,1,1,4,1,5,30,3800,4,3
2,2,1,2,1,1,48,972,2,1
4,3,1,3,1,2,36,1269,4,3
4,4,1,5,0,1,80,235,4,3
2,2,1,2,1,2,12,3548,2,3
1,1,0,3,1,3,51,1452,3,1
5,1,1,5,1,3,32,3831,5,3
2,2,1,3,0,5,22,1183,3,1
2,4,1,4,1,3,58,2163,2,3
3,3,1,1,0,5,33,641,1,3
4,3,1,4,1,3,20,2965,4,3
5,3,0,1,1,1,21,397,1,1
0,1,0,5,1,4,38,883,5,1
4,0,1,3,1,5,41,2849,3,3
5,2,1,5,1,4,41,1785,5,3
4,2,0,4,1,3,65,2092,5,1
1,1,1,4,0,4,45,349,4,3
4,4,1,4,0,5,21,354,5,1
2,2,0,5,1,5,50,451,5,1
4,1,0,2,1,1,52,2311,5,1
2,2,0,1,1,2,38,925,1,1
2,2,0,3,1,2,19,819,3,3
4,4,1,1,0,1,18,1188,1,3
1,1,1,2,0,2,30,737,2,1
2,2,0,2,1,4,27,561,2,1
4,4,1,4,0,5,29,1379,4,3
3,5,1,4,1,5,21,391,5,1
3,3,1,3,1,2,38,859,3,3
5,1,1,4,1,5,35,2653,4,3
4,4,0,2,1,3,42,160,2,1
4,2,1,4,1,4,55,255,5,3
5,3,1,3,1,4,60,495,4,3
3,3,0,4,1,5,32,163,4,1
4,5,1,4,1,3,57,408,5,3
4,4,0,5,1,1,48,819,5,1
2,5,1,5,1,1,40,373,3,3
3,3,1,2,0,2,26,349,2,3
5,1,1,4,1,2,43,2912,3,3
1,4,0,5,1,5,63,594,2,1
1,1,0,1,1,5,56,1050,1,1
2,2,0,5,1,3,35,134,5,1
4,2,1,5,1,3,44,2574,5,3
5,5,1,5,1,2,58,239,5,1
4,4,1,4,1,3,57,1984,3,3
4,3,1,4,1,3,50,2838,4,3
3,3,1,3,1,4,36,2503,4,3
4,4,0,2,1,3,50,920,3,1
2,5,1,4,1,4,34,3755,1,3
4,4,1,4,1,2,31,383,4,1
4,3,1,4,1,4,11,627,4,3
5,1,1,4,1,5,48,2224,4,3
5,3,1,5,1,3,60,1620,4,3
5,4,1,5,1,4,24,860,5,3
2,2,1,3,0,2,50,199,3,1
5,5,1,5,1,4,72,337,5,1
2,2,1,3,0,3,38,646,1,3
1,2,0,5,1,1,62,123,5,2
5,2,1,5,1,5,60,2844,4,3
2,2,0,3,1,5,47,280,3,1
3,3,0,4,1,5,64,825,5,1
5,2,1,5,1,4,57,1189,5,3
4,4,1,4,1,2,58,228,4,3
2,2,1,2,1,4,31,2528,2,3
4,2,1,5,1,1,41,1533,3,3
1,1,1,1,0,1,29,936,1,1
4,4,0,3,1,4,12,1020,3,1
3,3,0,1,1,2,55,192,3,3
4,4,0,3,1,3,14,746,3,1
3,3,1,3,1,3,53,1438,3,3
5,2,1,4,1,3,43,737,4,3
4,4,1,1,0,4,25,1008,1,3
1,1,0,4,1,3,17,583,4,1
4,2,1,2,1,4,44,1334,5,3
4,4,1,4,1,4,40,689,4,3
1,0,1,1,1,1,29,222,1,1
3,4,0,3,1,3,45,679,4,1
4,4,1,3,0,4,19,971,3,1
4,3,1,2,1,4,48,2001,4,3
5,3,1,4,1,4,34,1657,5,3
4,3,0,4,1,4,46,152,4,1
2,2,0,2,1,3,28,452,2,1
2,2,0,1,1,2,7,837,1,1
4,4,0,1,1,5,61,1597,5,2
5,4,1,5,1,5,37,1452,5,3
0,0,0,3,1,4,33,813,4,2
1,1,0,2,1,5,43,1120,5,1
3,3,0,1,1,4,31,937,1,1
2,2,1,2,1,1,25,3611,2,3
4,2,0,1,1,3,70,731,4,3
2,1,1,4,0,4,31,1158,4,1
4,1,1,5,1,5,48,547,4,3
5,5,1,4,1,4,40,3278,5,3
2,2,0,4,1,3,36,451,4,1
3,3,1,3,1,4,42,671,5,3
1,1,0,3,1,4,15,1464,3,1
1,1,1,3,0,4,32,489,4,1
1,1,1,3,0,5,24,337,3,1
4,2,1,3,1,4,26,2402,4,3
1,3,0,2,1,2,48,2402,3,3
4,5,1,4,1,4,32,1851,4,3
3,4,1,4,1,4,34,602,4,3
2,2,1,2,1,4,48,1182,2,1
4,5,1,4,1,5,49,1810,5,3
5,3,1,5,1,5,37,3386,5,3
4,3,1,5,1,4,47,3967,4,3
4,4,1,4,0,3,50,1585,4,3
2,3,0,2,1,4,65,829,3,2
5,4,1,5,1,4,28,528,5,3
1,2,1,2,1,4,49,2492,2,3
3,2,1,2,1,3,57,408,3,1
4,4,0,1,1,4,27,853,1,3
5,2,0,5,1,1,18,419,5,1
3,3,0,5,1,5,20,1096,5,1
5,2,1,5,1,1,24,549,5,3
4,4,0,4,1,4,64,978,4,1
2,2,0,3,1,5,36,399,3,1
4,3,1,5,1,3,47,134,5,3
2,2,1,4,0,3,40,183,3,3
3,4,1,3,1,3,30,1637,3,3
5,1,1,5,1,4,31,3845,5,3
5,1,1,4,1,5,40,2408,5,3
2,3,1,3,1,3,51,258,3,3
3,3,0,3,1,3,22,447,3,1
2,2,1,3,0,3,72,181,3,1
5,5,1,5,1,5,40,1956,5,1
3,4,0,3,1,3,56,1972,3,1
4,3,1,3,1,4,65,344,4,1
2,2,1,3,0,4,37,293,3,3
4,4,1,4,1,5,42,2218,4,3
2,2,1,2,1,4,24,576,2,3
5,5,1,5,1,1,38,101,5,1
2,2,0,3,1,3,20,1979,3,1
0,0,1,5,0,3,21,719,5,3
3,1,1,1,1,1,53,1948,4,3
5,3,1,3,1,3,50,1218,5,3
1,1,1,1,1,4,29,1127,1,1
2,2,0,5,1,3,33,337,1,1
5,1,1,5,1,3,27,2862,5,3
1,1,0,3,1,3,8,247,3,3
2,2,1,5,0,3,49,685,5,3
3,3,1,5,1,2,40,402,3,3
3,2,0,2,1,5,45,950,3,3
3,3,0,5,1,5,44,907,5,1
3,3,0,1,1,5,25,404,1,1
1,1,1,3,0,4,19,907,3,1
4,5,1,4,1,5,15,2642,4,3
5,5,1,1,0,3,25,1235,1,1
2,2,1,5,0,3,25,817,3,1
3,5,1,5,1,4,36,562,2,3
3,3,0,1,1,3,50,2586,1,1
4,4,0,4,1,5,25,2248,3,1
3,3,1,4,0,4,75,349,4,1
5,5,0,4,1,3,23,583,3,1
2,1,1,1,1,3,38,116,1,2
3,3,1,3,0,2,26,227,4,3
1,1,0,4,1,3,63,377,4,1
4,4,1,4,0,3,44,404,4,3
3,3,0,2,1,2,21,1489,4,3
3,1,1,4,1,4,59,2549,1,3
2,2,1,2,1,3,67,370,2,1
2,2,1,4,0,1,24,364,4,1
5,5,1,5,1,5,63,236,5,2
4,3,0,4,1,5,43,591,5,3
5,0,1,3,1,3,35,2416,5,3
2,2,1,5,0,4,25,78,5,1
5,2,1,4,1,4,61,2738,4,3
3,3,0,4,1,2,68,645,4,1
2,3,1,3,1,4,25,1947,3,3
5,2,0,3,1,5,64,67,5,1
5,2,1,4,0,3,41,811,3,1
3,3,0,3,1,4,36,666,3,1
1,1,1,5,0,2,10,594,5,1
4,2,0,2,1,1,56,735,1,2
5,4,1,5,1,4,56,2554,4,3
3,3,0,2,1,5,32,308,2,2
5,1,1,4,1,3,30,1916,4,3
3,3,1,3,0,3,28,531,3,1
3,3,1,3,1,2,51,354,4,3
4,1,1,5,1,5,50,3758,4,3
3,5,1,5,1,4,47,3314,5,3
2,2,1,3,0,3,28,495,3,3
1,1,0,5,1,1,11,247,4,1
2,1,1,2,0,4,36,451,2,1
5,5,0,5,1,5,40,192,5,1
2,5,1,5,1,2,60,746,4,2
2,2,1,1,0,1,29,1436,1,2
4,4,1,4,1,4,42,585,4,2
4,2,0,3,1,3,52,376,3,1
1,1,0,4,1,2,22,2125,1,1
2,2,1,2,1,1,16,1567,2,3
4,2,1,1,1,4,63,478,3,1
3,3,1,5,0,3,20,190,5,1
4,4,0,1,1,5,17,577,1,1
4,4,1,4,1,4,50,3962,4,3
4,2,1,4,1,4,23,2327,4,3
4,4,1,4,1,4,29,1660,4,3
1,1,0,2,1,4,69,106,2,1
4,5,1,4,1,4,39,409,4,3
1,1,0,3,1,1,20,2342,3,1
5,1,1,5,1,5,66,1825,5,3
5,2,0,4,1,4,52,925,4,1
2,4,1,2,1,3,22,2105,2,3
4,4,0,4,1,3,68,432,4,1
3,3,0,3,1,1,44,1046,3,1
4,1,1,4,1,5,52,972,5,3
3,3,1,3,0,4,38,471,3,1
2,4,1,4,1,3,56,2689,2,3
2,2,1,2,0,4,39,177,2,1
4,3,1,3,1,4,38,3777,3,3
5,2,1,5,1,3,59,1345,5,3
5,1,1,4,1,5,46,372,5,3
5,5,0,4,1,2,21,130,5,1
4,3,1,3,0,4,27,446,4,1
4,4,0,1,1,1,40,1235,1,1
3,3,0,5,1,5,22,854,5,1
5,4,1,5,1,2,29,1660,5,3
2,4,1,4,1,2,44,116,1,1
3,3,0,3,1,3,30,554,2,3
4,2,1,4,1,4,58,825,4,3
1,1,1,2,0,4,36,258,2,3
2,2,1,2,1,3,50,429,2,2
3,1,1,5,1,5,39,3165,5,3
4,3,1,4,1,4,59,577,4,3
0,1,1,4,0,2,15,1107,3,1
4,1,1,4,1,5,48,1940,5,3
4,1,1,4,1,5,40,3572,4,3
4,3,1,2,1,3,57,1965,5,3
1,1,0,1,1,2,9,265,1,1
3,3,1,3,1,3,26,3982,3,3
1,3,1,4,1,1,42,1121,1,3
4,3,0,5,1,3,42,761,3,1
1,1,1,1,0,1,26,356,1,3
1,1,0,1,1,3,66,689,1,1
4,4,1,5,1,4,42,3916,5,3
5,5,1,5,1,4,58,266,5,1
4,4,1,4,1,4,56,762,5,3
1,1,0,2,1,3,58,581,2,2
4,4,1,4,1,4,37,237,4,2
3,5,1,5,1,4,50,3433,1,3
3,3,0,4,1,5,14,250,1,1
4,3,0,5,1,2,65,421,4,1
3,3,1,2,1,1,60,903,2,1
3,3,1,3,1,4,38,300,3,1
4,2,1,4,1,4,50,3477,5,3
1,1,1,1,0,3,20,449,1,3
4,4,1,4,1,3,55,1860,5,3
3,3,1,1,0,5,34,543,1,3
4,3,0,5,1,1,70,431,5,1
4,3,1,5,0,2,29,120,5,1
2,1,1,5,1,4,50,458,5,3
2,2,0,2,1,3,54,1142,2,1
2,4,1,4,1,4,45,1688,3,3
4,3,1,5,1,3,52,3137,5,3
4,4,1,3,0,2,23,907,3,1
3,3,1,4,1,1,63,1979,4,1
3,3,1,2,0,3,36,236,2,2
3,1,1,1,1,3,68,1199,2,2
5,4,1,4,1,3,51,101,5,1
4,5,1,5,1,4,39,1547,5,3
4,3,1,1,0,1,22,1478,1,1
5,5,1,4,1,5,46,2446,5,3
4,1,0,3,1,4,11,534,3,2
3,2,0,3,1,4,37,563,4,1
2,2,0,5,1,4,19,1075,3,1
5,0,0,5,1,3,42,2724,5,1
2,2,1,4,0,1,22,749,4,1
4,4,1,4,1,1,74,128,4,2
1,3,1,3,1,5,42,853,5,3
2,3,1,2,1,3,32,2000,2,3
3,3,1,3,1,1,55,641,3,1
1,1,0,1,1,3,21,255,1,3
5,3,1,4,1,3,43,3136,4,3
5,5,1,5,1,4,53,590,5,1
3,2,1,2,1,4,53,1598,2,3
0,0,1,3,0,5,20,184,3,3
5,3,1,5,1,3,22,1464,5,3
2,2,1,4,0,4,37,199,4,1
1,1,0,5,1,4,58,175,5,1
3,3,0,2,1,3,7,950,2,1
0,2,0,2,1,3,10,213,2,1
4,4,1,3,1,3,50,1123,4,3
4,1,1,5,1,4,45,1157,5,3
5,1,0,2,1,5,70,770,5,1
4,1,1,4,1,4,51,2586,4,3
2,1,1,1,1,4,42,3755,2,3
2,4,1,4,1,3,55,581,2,1
3,3,0,1,1,3,14,184,1,1
3,3,1,2,0,3,39,224,2,3
4,4,1,4,1,1,51,945,4,2
3,3,0,5,1,3,25,925,5,1
4,4,1,1,0,5,37,1036,1,1
2,2,0,3,1,3,34,304,3,1
4,4,0,4,1,4,12,1390,4,1
2,2,0,1,1,3,26,1750,1,3
5,2,1,5,1,4,48,546,4,3
4,4,1,5,0,3,36,602,5,3
4,3,0,5,1,5,65,502,4,1
3,2,0,4,1,4,55,148,3,1
4,3,1,4,1,3,39,3321,5,3
3,4,1,3,1,4,29,1481,3,3
5,3,1,5,1,1,33,773,5,3
3,3,0,4,1,5,7,349,4,1
5,5,1,4,1,4,53,2330,4,3
4,5,1,2,0,4,23,758,2,1
1,1,0,2,1,4,7,679,2,1
3,3,1,2,0,2,21,118,2,1
4,4,0,2,1,5,36,990,2,1
3,3,0,2,1,4,26,680,2,1
4,2,1,5,1,3,51,1773,5,3
5,3,0,5,1,4,41,569,4,3
3,3,0,4,1,5,30,1371,4,3
3,3,1,3,1,1,10,1428,4,1
3,3,1,3,1,2,22,1024,2,2
3,3,1,5,0,1,28,994,5,2
4,1,1,5,1,4,49,2422,5,3
4,4,1,5,1,3,51,1744,4,3
5,2,1,2,1,3,51,1565,4,3
3,5,1,5,1,5,56,1448,1,1
4,5,1,1,1,3,37,2651,5,3
2,2,1,3,0,5,39,148,3,3
1,1,1,1,1,1,31,1399,1,3
4,5,1,5,1,3,57,432,5,3
4,4,1,5,1,1,48,2701,5,3
2,2,0,1,1,2,61,2556,4,3
4,2,1,4,1,3,49,1830,5,3
3,3,0,3,1,4,28,1788,3,1
3,2,1,3,1,3,43,1744,4,3
4,3,1,3,0,3,17,1089,3,1
5,4,1,4,1,3,36,2075,3,3
2,2,1,2,1,2,36,356,2,1
5,1,1,4,1,5,43,645,5,3
5,5,1,5,1,5,51,2611,1,3
2,2,1,3,0,3,44,406,3,3
4,4,1,4,1,4,30,3024,4,3
4,1,1,4,1,5,28,2744,4,3
3,3,1,3,1,2,32,578,3,2
5,3,0,1,1,4,41,594,4,3
4,3,1,5,1,3,56,252,5,3
1,3,1,5,1,2,61,1686,5,3
3,4,0,2,1,5,69,789,4,1
5,4,1,4,1,2,37,140,4,1
4,3,0,1,1,5,42,401,4,1
4,4,1,4,1,1,30,679,4,3
2,1,0,4,1,2,31,695,2,1
3,3,1,3,1,1,72,500,4,3
3,3,1,3,1,2,37,964,3,2
4,3,1,5,1,4,43,1570,4,3
3,2,1,2,1,1,47,3959,4,3
3,3,1,3,1,2,13,2627,3,3
2,2,1,5,0,2,26,945,5,1
4,4,1,4,1,3,33,1013,4,3
5,5,1,4,1,5,46,369,4,3
5,5,1,5,1,3,46,451,5,1
4,1,0,5,1,5,37,1050,4,3
4,1,1,1,1,2,52,410,4,3
3,3,0,2,1,5,52,102,3,1
5,4,0,4,1,5,50,89,5,3
3,4,1,4,0,3,24,577,4,3
3,4,1,4,1,4,38,3996,2,3
0,1,1,4,0,5,38,328,4,1
3,3,1,3,1,1,60,224,3,1
3,2,1,2,1,3,50,1045,3,1
3,3,1,3,1,2,24,2662,3,3
2,2,0,5,1,5,11,680,5,1
5,1,1,5,1,5,46,1786,5,3
2,1,1,1,1,3,30,2710,1,3
5,5,1,4,1,5,51,622,5,3
3,4,1,3,1,3,56,846,3,2
4,4,1,4,1,1,38,397,4,2
4,3,0,1,1,3,22,312,1,1
1,4,1,4,1,3,36,314,3,3
3,2,1,2,1,2,52,3845,3,3
4,4,1,4,1,4,54,2172,2,1
5,1,1,4,1,3,54,1460,5,3
4,4,1,5,0,3,24,368,5,3
4,4,0,4,1,4,50,680,5,1
3,3,1,3,1,3,48,1290,2,3
1,4,1,4,1,4,54,2395,4,3
4,4,1,4,1,3,20,235,4,3
4,3,1,3,0,1,29,602,3,1
3,3,0,1,1,3,19,349,1,1
0,4,0,5,1,1,68,210,5,1
4,1,1,5,1,3,54,2942,4,3
0,1,0,5,1,4,16,1437,5,1
5,3,1,3,1,5,44,834,5,3
3,1,1,2,1,3,47,1005,4,1
4,0,0,4,1,4,56,679,4,3
4,4,0,2,1,4,36,248,2,1
4,3,1,5,1,5,40,406,4,3
1,2,0,3,1,4,38,591,4,1
4,3,1,4,1,4,30,680,4,3
3,3,0,1,1,2,46,965,1,1
4,3,1,4,1,4,48,761,5,3
5,1,1,5,1,5,53,3222,4,3
2,2,1,3,1,3,47,868,3,1
5,5,1,5,1,4,43,3965,4,3
4,5,1,4,1,3,32,1488,4,3
3,3,1,3,0,4,39,2521,1,3
4,2,1,4,1,4,43,2972,3,3
5,2,1,5,1,4,33,3941,5,3
4,4,1,4,1,3,8,907,4,3
3,3,1,1,0,1,48,695,1,2
3,2,0,2,1,3,59,1096,3,1
3,3,1,3,0,1,22,944,1,2
4,2,1,5,1,5,52,1590,4,3
4,5,1,3,1,5,22,861,3,3
5,2,1,3,1,4,41,3250,4,3
5,4,1,5,1,5,41,909,5,3
3,4,1,5,1,3,39,2586,3,3
3,2,0,5,1,3,61,896,2,3
3,3,1,3,0,3,48,1416,3,3
4,4,0,3,1,4,54,450,3,1
1,1,1,2,0,3,21,448,2,1
4,4,0,5,1,3,38,2239,5,1
4,2,1,4,1,5,35,2900,5,3
4,1,0,1,1,5,67,743,4,1
5,5,0,1,1,5,35,337,1,1
2,3,1,5,0,4,36,255,5,3
1,1,1,2,0,5,32,502,2,3
5,4,0,3,1,5,40,2588,5,1
5,2,0,4,1,4,24,404,4,1
5,5,1,5,1,5,39,244,5,1
2,2,0,3,1,5,44,250,3,1
3,3,0,1,1,4,67,563,1,1
1,1,1,4,0,3,30,985,3,1
4,3,1,3,1,4,61,1626,4,3
4,4,1,4,1,2,49,413,4,2
4,4,0,4,1,5,31,493,4,1
5,5,1,2,0,3,23,196,2,1
3,3,1,4,0,5,36,311,4,3
5,1,1,5,1,4,47,2902,5,3
2,2,1,1,1,1,53,853,1,2
1,2,0,2,1,3,11,1849,2,1
3,2,1,2,1,1,46,1121,3,1
3,3,0,1,1,4,8,936,5,1
4,4,1,1,0,3,25,928,4,3
5,5,1,5,1,5,44,143,5,2
3,3,0,2,1,2,17,726,2,1
5,1,1,5,1,4,29,2601,5,3
5,2,1,4,1,3,47,3178,4,3
2,2,1,2,1,4,54,3475,2,3
2,2,1,5,0,2,34,1576,5,1
3,4,0,4,1,4,58,281,2,1
1,1,1,3,0,3,25,1105,3,1
4,4,1,4,1,3,59,612,4,3
2,2,1,4,0,2,62,1075,4,1
4,2,1,5,1,3,53,2044,4,3
5,2,1,4,1,3,50,447,4,3
4,4,1,3,0,1,24,680,3,1
3,4,1,4,1,4,48,3813,3,3
2,2,0,4,1,3,35,349,4,1
4,2,1,4,1,1,45,116,4,3
2,2,0,5,1,5,20,1076,3,1
2,2,0,4,1,2,54,896,4,1
3,3,0,3,1,5,25,250,3,2
5,3,0,1,1,4,46,1121,4,1
2,2,0,1,1,4,7,2614,1,1
4,2,0,4,1,4,31,871,4,1
4,4,1,5,1,5,52,1889,4,3
2,2,1,2,1,2,8,1096,3,1
4,2,1,5,1,3,53,3924,4,3
4,4,0,3,1,3,19,129,5,1
5,3,1,5,1,3,60,1672,4,3
4,3,1,3,1,4,56,1538,5,3
5,0,1,3,1,4,36,3891,4,3
2,3,1,5,1,5,52,2406,5,3
2,2,1,2,1,3,44,2196,2,3
4,4,1,4,1,4,34,1721,4,1
4,4,0,2,1,5,7,446,2,1
2,3,1,5,0,2,35,410,1,1
2,2,0,5,1,3,69,304,1,1
5,5,1,5,1,3,55,1884,4,3
2,2,0,4,1,2,31,646,4,2
4,5,1,5,1,4,50,212,4,1
2,2,1,5,0,3,29,647,4,1
4,4,0,5,1,3,52,1020,5,1
5,2,1,4,1,3,41,1400,4,3
3,3,0,2,1,3,24,471,5,1
4,4,1,4,1,4,55,1884,5,3
2,1,1,5,0,4,25,528,5,3
1,1,1,1,0,3,45,502,1,3
3,3,0,4,1,3,22,896,2,2
5,4,1,4,1,3,39,1542,1,3
1,1,1,1,0,5,44,764,1,3
4,1,1,4,1,4,57,3142,5,3
4,4,1,3,1,4,42,3315,5,3
3,2,1,2,1,4,54,3144,3,3
2,3,1,3,1,4,49,323,2,3
4,4,0,2,1,5,70,759,5,1
3,3,0,2,1,4,30,337,4,1
4,4,1,4,1,4,23,1399,4,3
2,2,0,3,1,3,47,547,4,1
1,3,1,4,0,1,22,1353,1,1
4,4,1,4,1,5,32,852,4,1
1,0,0,2,1,1,67,2565,1,1
3,4,1,4,1,2,31,980,4,3
4,1,1,3,1,4,38,3364,4,3
4,1,1,5,1,3,34,1808,4,3
3,3,0,3,1,4,42,610,4,1
2,2,1,1,0,2,39,285,1,3
5,4,1,4,0,2,21,175,4,1
2,2,0,3,1,3,15,287,3,2
5,3,1,2,1,3,44,888,4,3
5,1,1,2,1,4,47,1992,4,3
5,5,1,5,1,5,21,503,5,1
1,1,1,4,1,4,44,581,4,3
5,5,1,4,1,3,52,1342,4,3
4,5,1,5,1,3,43,1076,5,3
4,4,1,4,0,2,27,1635,4,1
3,3,1,3,0,3,21,601,3,1
4,5,1,4,1,4,50,577,4,3
3,3,1,3,1,3,55,816,3,2
4,1,1,5,1,3,41,290,4,3
5,4,1,5,0,5,30,912,5,3
3,3,1,1,0,3,41,488,1,1
1,2,1,2,1,1,77,3583,2,3
3,2,0,3,1,5,53,447,4,1
4,5,1,2,0,5,29,197,2,3
4,4,0,5,1,1,59,967,3,1
1,1,1,1,0,5,38,489,1,1
3,4,1,1,0,4,22,338,1,3
2,2,1,2,1,3,9,1562,1,1
4,4,0,4,1,5,26,432,4,1
4,1,1,4,1,1,39,147,3,3
1,2,0,4,1,2,68,491,2,1
4,3,0,4,1,3,65,867,4,1
5,1,1,3,1,5,34,2704,5,3
2,2,0,4,1,3,47,1136,4,1
3,3,1,3,1,1,80,525,4,2
2,2,1,2,1,2,72,587,2,1
4,2,1,2,1,4,36,2925,3,3
2,2,0,4,1,1,65,258,3,1
3,3,0,5,1,3,8,1547,5,1
3,3,1,5,0,3,36,193,5,1
5,3,1,5,1,5,48,1024,5,3
5,1,1,4,1,5,47,2475,4,3
3,1,0,5,1,5,58,775,1,1
5,2,1,4,1,5,57,173,4,3
5,1,1,5,1,3,50,3106,4,3
3,3,1,3,1,4,27,950,3,2
5,1,1,4,1,3,53,1972,5,3
4,5,1,4,1,5,43,251,4,3
5,5,1,3,0,5,26,998,3,3
4,4,1,3,0,3,40,247,2,3
3,2,1,2,1,2,48,1020,4,1
5,4,0,3,1,5,16,721,5,1
1,1,0,1,1,4,60,1726,1,2
4,4,0,5,1,3,34,971,5,2
2,2,0,5,1,5,8,700,2,2
3,3,1,5,0,4,37,228,5,1
4,3,0,1,1,4,54,1199,1,1
1,1,0,2,1,1,22,1846,2,1
3,3,0,3,1,4,30,650,3,1
5,5,1,4,1,5,40,1809,4,3
3,3,1,4,0,3,38,1500,4,3
1,1,0,4,1,3,32,265,4,2
4,2,0,2,1,5,58,237,4,1
5,2,1,3,1,4,52,2633,4,3
3,3,1,3,1,4,60,399,3,1
2,3,0,2,1,2,57,431,5,2
4,4,1,5,1,5,49,3876,4,3
3,3,1,4,0,4,39,862,4,3
4,4,1,4,1,2,24,393,2,1
4,2,1,5,1,5,48,229,4,3
3,5,1,4,1,4,55,1947,4,3
5,3,0,5,1,4,52,468,5,3
3,3,0,4,1,5,27,862,5,3
4,4,1,4,1,2,47,253,4,1
4,1,1,1,1,4,63,1121,4,3
3,3,0,5,1,1,13,1065,4,1
4,4,1,1,1,1,35,2613,4,3
4,2,1,4,1,5,44,2667,4,3
1,1,0,3,1,3,9,909,3,1
5,3,1,5,1,3,41,331,5,3
0,0,1,2,0,4,25,577,4,3
3,3,0,4,1,1,17,1608,3,1
